# CMAP = /home/josie/irysSolveResults/fa2cmap/chilense_pilon_corrected_assembly.ArcsGraph.scaffolds_BSSSI_0kb_0labels.cmap
# filter: Minimum Labels = 0
# filter: Minimum Size (kb) = 0
CompntId	CompntName	CompntLength
983	scaffold983,561359,f301z265541k11a0.09m10_f886Z295818	561369
984	scaffold984,295746,f2937Z295746	295746
985	scaffold985,295737,f2936Z295737	295737
986	scaffold986,458823,f588z163506k16a0.12m10_f494Z295317	458833
987	scaffold987,294737,f2940Z294737	294737
988	scaffold988,293229,f2942Z293229	293229
989	scaffold989,292598,f856Z292598	292598
990	scaffold990,291968,f2944Z291968	291968
991	scaffold991,291860,f2945Z291860	291860
992	scaffold992,291725,f333Z291725	291725
993	scaffold993,291550,f2947Z291550	291550
994	scaffold994,289934,f2954Z289934	289934
995	scaffold995,289593,f167Z289593	289593
996	scaffold996,490989,r776z201437k22a0.27m10_f956Z289552	490999
997	scaffold997,289522,f2957Z289522	289522
998	scaffold998,289449,f2960Z289449	289449
999	scaffold999,289204,f2955Z289204	289204
1000	scaffold1000,289199,f2956Z289199	289199
1001	scaffold1001,289138,f213Z289138	289138
1002	scaffold1002,508437,f501Z288986k17a0.11m10_r911z219451	508447
1003	scaffold1003,288980,f2962Z288980	288980
1004	scaffold1004,288533,f2963Z288533	288533
1005	scaffold1005,287868,f745Z287868	287868
1006	scaffold1006,287643,f2964Z287643	287643
1007	scaffold1007,432645,r737z145239k11a0.18m10_f36Z287406	432655
1008	scaffold1008,287367,f2966Z287367	287367
1009	scaffold1009,343674,f2967Z287240k5a0.2m10_f1746z56434	343684
1010	scaffold1010,286880,f2970Z286880	286880
1011	scaffold1011,332164,f1863z46521k13a0.07m10_f2975Z285643	332174
1012	scaffold1012,441201,f647z155766k21a0.09m10_f2977Z285435	441211
1013	scaffold1013,285408,f2976Z285408	285408
1014	scaffold1014,285166,f526Z285166	285166
1015	scaffold1015,284945,f879Z284945	284945
1016	scaffold1016,284755,f300Z284755	284755
1017	scaffold1017,355830,r1989z71387k11a0.18m10_f2983Z284443	355840
1018	scaffold1018,284245,f2986Z284245	284245
1019	scaffold1019,284018,f2984Z284018	284018
1020	scaffold1020,283950,f2987Z283950	283950
1021	scaffold1021,485624,f2988Z283440k6a0.16m10_r346z202184	485634
1022	scaffold1022,350027,f2990Z283290k10a0.2m10_r1756z66737	350037
1023	scaffold1023,283021,f1Z283021	283021
1024	scaffold1024,282983,f2Z282983	282983
1025	scaffold1025,282852,f3Z282852	282852
1026	scaffold1026,282398,f4Z282398	282398
1027	scaffold1027,330270,f693Z282264k9a0.11m10_r2096z48006	330280
1028	scaffold1028,282236,f556Z282236	282236
1029	scaffold1029,281443,f5Z281443	281443
1030	scaffold1030,512103,f514Z280574k20a0.1m10_f197z231529	512113
1031	scaffold1031,383469,r1595z103135k30a0.06m10_f448Z280334	383479
1032	scaffold1032,280315,f7Z280315	280315
1033	scaffold1033,280217,f9Z280217	280217
1034	scaffold1034,498494,f269z218588k15a0.06m10_f10Z279906	498504
1035	scaffold1035,385265,f617Z279740k7a0.14m10_f1213z105525	385275
1036	scaffold1036,279697,f345Z279697	279697
1037	scaffold1037,279445,f391Z279445	279445
1038	scaffold1038,332373,f1795z53239k7a0.28m10_f241Z279134	332383
1039	scaffold1039,278601,f550Z278601	278601
1040	scaffold1040,277936,f778Z277936	277936
1041	scaffold1041,477149,f1148z111518k26a0.07m10_f1372z88863k17a0.11m10_f650Z276768	477169
1042	scaffold1042,276374,f482Z276374	276374
1043	scaffold1043,276285,f20Z276285	276285
1044	scaffold1044,368741,f1329z92723k11a0.18m10_f22Z276018	368751
1045	scaffold1045,482423,f447Z275824k9a0.22m10_f323z206599	482433
1046	scaffold1046,274826,f427Z274826	274826
1047	scaffold1047,528199,f386Z274282k8a0.25m10_f1261z253917	528209
1048	scaffold1048,274150,f865Z274150	274150
1049	scaffold1049,501690,f28Z274006k23a0.08m10_r212z227684	501700
1050	scaffold1050,273482,f29Z273482	273482
1051	scaffold1051,440205,r564z166873k16a0.06m10_f30Z273332	440215
1052	scaffold1052,273207,f31Z273207	273207
1053	scaffold1053,271514,f1143Z271514	271514
1054	scaffold1054,465769,f1101Z271508k5a0.2m10_f400z194261	465779
1055	scaffold1055,425915,f34Z271237k16a0.12m10_f658z154678	425925
1056	scaffold1056,270195,f37Z270195	270195
1057	scaffold1057,269883,f820Z269883	269883
1058	scaffold1058,319200,r1830z49982k15a0.13m10_f966Z269218	319210
1059	scaffold1059,655026,f296z211340k9a0.22m10_f43Z268763k17a0.11m10_f1355z174923	655046
1060	scaffold1060,445038,f555Z268502k22a0.09m10_f498z176536	445048
1061	scaffold1061,268463,f45Z268463	268463
1062	scaffold1062,268014,f50Z268014	268014
1063	scaffold1063,500606,f472Z267987k10a0.2m10_f484z232619	500616
1064	scaffold1064,267806,f51Z267806	267806
1065	scaffold1065,714623,f710z258624k5a0.2m10_r430z188510k13a0.30m10_f52Z267489	714643
1066	scaffold1066,345177,r1495z77856k7a0.28m10_f53Z267321	345187
1067	scaffold1067,267124,f497Z267124	267124
1068	scaffold1068,266930,f55Z266930	266930
1069	scaffold1069,266652,f341Z266652	266652
1070	scaffold1070,265966,f682Z265966	265966
1071	scaffold1071,265951,f58Z265951	265951
1072	scaffold1072,265902,f59Z265902	265902
1073	scaffold1073,344890,f1482z79332k6a0.16m10_f60Z265558	344900
1074	scaffold1074,265151,f862Z265151	265151
1075	scaffold1075,342643,f1497z77822k19a0.05m10_f63Z264821	342653
1076	scaffold1076,264747,f64Z264747	264747
1077	scaffold1077,264199,f61Z264199	264199
1078	scaffold1078,546329,r1152z110878k11a0.09m10_f67Z264015k15a0.13m10_f538z171436	546349
1079	scaffold1079,263935,f69Z263935	263935
1080	scaffold1080,263845,f823Z263845	263845
1081	scaffold1081,263822,f732Z263822	263822
1082	scaffold1082,263639,f71Z263639	263639
1083	scaffold1083,402442,f73Z263542k13a0.15m10_f1833z49761k7a0.28m10_f1367z89139	402462
1084	scaffold1084,263507,f72Z263507	263507
1085	scaffold1085,263112,f187Z263112	263112
1086	scaffold1086,262970,f76Z262970	262970
1087	scaffold1087,262928,f602Z262928	262928
1088	scaffold1088,262924,f75Z262924	262924
1089	scaffold1089,262597,f77Z262597	262597
1090	scaffold1090,262162,f79Z262162	262162
1091	scaffold1091,261983,f1334Z261983	261983
1092	scaffold1092,261442,f82Z261442	261442
1093	scaffold1093,483547,f757Z260757k7a0.28m10_r237z222790	483557
1094	scaffold1094,260537,f604Z260537	260537
1095	scaffold1095,260444,f83Z260444	260444
1096	scaffold1096,260327,f851Z260327	260327
1097	scaffold1097,260322,f85Z260322	260322
1098	scaffold1098,501380,f86Z259982k9a0.22m10_f159z241398	501390
1099	scaffold1099,259571,f87Z259571	259571
1100	scaffold1100,258729,f89Z258729	258729
1101	scaffold1101,258503,f527Z258503	258503
1102	scaffold1102,258386,f1218Z258386	258386
1103	scaffold1103,257098,f92Z257098	257098
1104	scaffold1104,257096,f488Z257096	257096
1105	scaffold1105,405263,f91Z256966k11a0.18m10_f711z148297	405273
1106	scaffold1106,361714,f1725z104750k8a0.25m10_f94Z256964	361724
1107	scaffold1107,256870,f329Z256870	256870
1108	scaffold1108,256435,f557Z256435	256435
1109	scaffold1109,255558,f98Z255558	255558
1110	scaffold1110,318154,f99Z255142k5a0.2m10_f1666z63012	318164
1111	scaffold1111,254321,f102Z254321	254321
1112	scaffold1112,253683,f103Z253683	253683
1113	scaffold1113,253535,f104Z253535	253535
1114	scaffold1114,348670,r1745z95215k9a0.11m10_f105Z253455	348680
1115	scaffold1115,253148,f108Z253148	253148
1116	scaffold1116,253077,f107Z253077	253077
1117	scaffold1117,252601,f109Z252601	252601
1118	scaffold1118,252227,f668Z252227	252227
1119	scaffold1119,251844,f113Z251844	251844
1120	scaffold1120,251717,f1272Z251717	251717
1121	scaffold1121,251539,f337Z251539	251539
1122	scaffold1122,251295,f115Z251295	251295
1123	scaffold1123,251198,f114Z251198	251198
1124	scaffold1124,251139,f116Z251139	251139
1125	scaffold1125,250647,f294Z250647	250647
1126	scaffold1126,250558,f118Z250558	250558
1127	scaffold1127,250549,f344Z250549	250549
1128	scaffold1128,250282,f119Z250282	250282
1129	scaffold1129,250062,f121Z250062	250062
1130	scaffold1130,249976,f120Z249976	249976
1131	scaffold1131,249217,f936Z249217	249217
1132	scaffold1132,361534,f1134z112474k21a0.04m10_f125Z249060	361544
1133	scaffold1133,248903,f126Z248903	248903
1134	scaffold1134,248880,f124Z248880	248880
1135	scaffold1135,471238,r242z222736k31a0.06m10_f127Z248502	471248
1136	scaffold1136,248257,f130Z248257	248257
1137	scaffold1137,248040,f129Z248040	248040
1138	scaffold1138,247818,f131Z247818	247818
1139	scaffold1139,286378,f132Z247501k6a0.16m10_r1963z38877	286388
1140	scaffold1140,247266,f134Z247266	247266
1141	scaffold1141,246870,f138Z246870	246870
1142	scaffold1142,246481,f140Z246481	246481
1143	scaffold1143,281111,f502Z246440k5a0.2m10_f2008z34671	281121
1144	scaffold1144,246088,f143Z246088	246088
1145	scaffold1145,246023,f942Z246023	246023
1146	scaffold1146,341302,r1302z95295k11a0.18m10_f141Z246007	341312
1147	scaffold1147,245893,f1265Z245893	245893
1148	scaffold1148,408735,f379Z245737k5a0.2m10_f751z162998	408745
1149	scaffold1149,245705,f145Z245705	245705
1150	scaffold1150,245489,f790Z245489	245489
1151	scaffold1151,245340,f479Z245340	245340
1152	scaffold1152,244924,f811Z244924	244924
1153	scaffold1153,244863,f149Z244863	244863
1154	scaffold1154,243930,f151Z243930	243930
1155	scaffold1155,243800,f153Z243800	243800
1156	scaffold1156,463946,r252z221020k8a0.25m10_f898Z242926	463956
1157	scaffold1157,242903,f810Z242903	242903
1158	scaffold1158,242494,f157Z242494	242494
1159	scaffold1159,242111,f577Z242111	242111
1160	scaffold1160,241861,f370Z241861	241861
1161	scaffold1161,241837,f627Z241837	241837
1162	scaffold1162,322090,f287Z241677k8a0.12m10_r1464z80413	322100
1163	scaffold1163,241644,f692Z241644	241644
1164	scaffold1164,241248,f160Z241248	241248
1165	scaffold1165,240939,f901Z240939	240939
1166	scaffold1166,240366,f163Z240366	240366
1167	scaffold1167,240342,f164Z240342	240342
1168	scaffold1168,239900,f733Z239900	239900
1169	scaffold1169,239765,f1317Z239765	239765
1170	scaffold1170,239213,f165Z239213	239213
1171	scaffold1171,238210,f981Z238210	238210
1172	scaffold1172,237966,f166Z237966	237966
1173	scaffold1173,237946,f987Z237946	237946
1174	scaffold1174,237653,f171Z237653	237653
1175	scaffold1175,237527,f687Z237527	237527
1176	scaffold1176,237508,f455Z237508	237508
1177	scaffold1177,317619,f354Z237411k11a0.18m10_r1470z80208	317629
1178	scaffold1178,237247,f173Z237247	237247
1179	scaffold1179,237211,f172Z237211	237211
1180	scaffold1180,237034,f174Z237034	237034
1181	scaffold1181,236554,f178Z236554	236554
1182	scaffold1182,236500,f565Z236500	236500
1183	scaffold1183,236310,f179Z236310	236310
1184	scaffold1184,236247,f180Z236247	236247
1185	scaffold1185,236164,f950Z236164	236164
1186	scaffold1186,236149,f1297Z236149	236149
1187	scaffold1187,236074,f1576Z236074	236074
1188	scaffold1188,235717,f181Z235717	235717
1189	scaffold1189,235112,f183Z235112	235112
1190	scaffold1190,320275,f1596z85831k8a0.12m10_f1247Z234444	320285
1191	scaffold1191,234361,f188Z234361	234361
1192	scaffold1192,463454,f190Z233282k8a0.25m10_r202z230172	463464
1193	scaffold1193,232866,f191Z232866	232866
1194	scaffold1194,232174,f193Z232174	232174
1195	scaffold1195,382378,f1427z150339k17a0.11m10_f1476Z232039	382388
1196	scaffold1196,231942,f965Z231942	231942
1197	scaffold1197,231788,f196Z231788	231788
1198	scaffold1198,231635,f696Z231635	231635
1199	scaffold1199,231595,f428Z231595	231595
1200	scaffold1200,231177,f199Z231177	231177
1201	scaffold1201,230906,f200Z230906	230906
1202	scaffold1202,230772,f1250Z230772	230772
1203	scaffold1203,229958,f1259Z229958	229958
1204	scaffold1204,229622,f204Z229622	229622
1205	scaffold1205,229417,f205Z229417	229417
1206	scaffold1206,229117,f1414Z229117	229117
1207	scaffold1207,228496,f996Z228496	228496
1208	scaffold1208,228380,f895Z228380	228380
1209	scaffold1209,228074,f829Z228074	228074
1210	scaffold1210,227916,f1311Z227916	227916
1211	scaffold1211,227797,f214Z227797	227797
1212	scaffold1212,227745,f1136Z227745	227745
1213	scaffold1213,227664,f215Z227664	227664
1214	scaffold1214,227252,f217Z227252	227252
1215	scaffold1215,227212,f216Z227212	227212
1216	scaffold1216,327240,f218Z226994k5a0.2m10_f1785z100246	327250
1217	scaffold1217,226801,f766Z226801	226801
1218	scaffold1218,226469,f944Z226469	226469
1219	scaffold1219,226433,f857Z226433	226433
1220	scaffold1220,226311,f521Z226311	226311
1221	scaffold1221,339813,f1127z113504k21a0.09m10_f310Z226309	339823
1222	scaffold1222,226277,f222Z226277	226277
1223	scaffold1223,225361,f223Z225361	225361
1224	scaffold1224,225272,f224Z225272	225272
1225	scaffold1225,224955,f734Z224955	224955
1226	scaffold1226,224929,f229Z224929	224929
1227	scaffold1227,224483,f230Z224483	224483
1228	scaffold1228,353563,f232Z223919k8a0.25m10_f1662z129644	353573
1229	scaffold1229,223910,f476Z223910	223910
1230	scaffold1230,223908,f916Z223908	223908
1231	scaffold1231,223584,f873Z223584	223584
1232	scaffold1232,223409,f236Z223409	223409
1233	scaffold1233,223026,f240Z223026	223026
1234	scaffold1234,221963,f795Z221963	221963
1235	scaffold1235,328185,f248Z221429k7a0.14m10_f1198z106756	328195
1236	scaffold1236,221115,f1150Z221115	221115
1237	scaffold1237,220477,f255Z220477	220477
1238	scaffold1238,478174,f458z183103k6a0.16m10_r1535z74635k8a0.12m10_f878Z220436	478194
1239	scaffold1239,220179,f256Z220179	220179
1240	scaffold1240,220019,f799Z220019	220019
1241	scaffold1241,219995,f454Z219995	219995
1242	scaffold1242,219912,f258Z219912	219912
1243	scaffold1243,219734,f259Z219734	219734
1244	scaffold1244,219615,f786Z219615	219615
1245	scaffold1245,219599,f260Z219599	219599
1246	scaffold1246,219550,f262Z219550	219550
1247	scaffold1247,219384,f264Z219384	219384
1248	scaffold1248,219355,f263Z219355	219355
1249	scaffold1249,218829,f356Z218829	218829
1250	scaffold1250,218652,f452Z218652	218652
1251	scaffold1251,218457,f1354Z218457	218457
1252	scaffold1252,218102,f267Z218102	218102
1253	scaffold1253,217785,f273Z217785	217785
1254	scaffold1254,217620,f274Z217620	217620
1255	scaffold1255,217580,f1121Z217580	217580
1256	scaffold1256,217228,f584Z217228	217228
1257	scaffold1257,217185,f1392Z217185	217185
1258	scaffold1258,216577,f689Z216577	216577
1259	scaffold1259,216091,f278Z216091	216091
1260	scaffold1260,215738,f569Z215738	215738
1261	scaffold1261,300884,f279Z215609k10a0.3m10_f1415z85275	300894
1262	scaffold1262,215432,f280Z215432	215432
1263	scaffold1263,215362,f1145Z215362	215362
1264	scaffold1264,215329,f1102Z215329	215329
1265	scaffold1265,215273,f615Z215273	215273
1266	scaffold1266,351916,r1570z136756k13a0.15m10_f282Z215160	351926
1267	scaffold1267,425831,r870z210851k10a0.1m10_f714Z214980	425841
1268	scaffold1268,214200,f1387Z214200	214200
1269	scaffold1269,213859,f286Z213859	213859
1270	scaffold1270,213783,f285Z213783	213783
1271	scaffold1271,213727,f288Z213727	213727
1272	scaffold1272,213574,f813Z213574	213574
1273	scaffold1273,212429,f651Z212429	212429
1274	scaffold1274,212063,f1108Z212063	212063
1275	scaffold1275,212049,f529Z212049	212049
1276	scaffold1276,212029,f295Z212029	212029
1277	scaffold1277,298415,f578Z210973k7a0.28m10_f1385z87442	298425
1278	scaffold1278,210436,f881Z210436	210436
1279	scaffold1279,210052,f302Z210052	210052
1280	scaffold1280,209749,f304Z209749	209749
1281	scaffold1281,209495,f896Z209495	209495
1282	scaffold1282,209443,f305Z209443	209443
1283	scaffold1283,209394,f307Z209394	209394
1284	scaffold1284,209383,f308Z209383	209383
1285	scaffold1285,209367,f306Z209367	209367
1286	scaffold1286,209219,f946Z209219	209219
1287	scaffold1287,209060,f669Z209060	209060
1288	scaffold1288,208986,f312Z208986	208986
1289	scaffold1289,295902,f1389z87008k6a0.16m10_f532Z208894	295912
1290	scaffold1290,208746,f1119Z208746	208746
1291	scaffold1291,208083,f317Z208083	208083
1292	scaffold1292,207880,f316Z207880	207880
1293	scaffold1293,207826,f318Z207826	207826
1294	scaffold1294,207702,f319Z207702	207702
1295	scaffold1295,207628,f919Z207628	207628
1296	scaffold1296,207500,f775Z207500	207500
1297	scaffold1297,207479,f321Z207479	207479
1298	scaffold1298,207082,f736Z207082	207082
1299	scaffold1299,206832,f322Z206832	206832
1300	scaffold1300,314300,r1412z107580k31a0.03m10_f324Z206720	314310
1301	scaffold1301,206681,f1115Z206681	206681
1302	scaffold1302,206598,f326Z206598	206598
1303	scaffold1303,293137,r1395z86599k15a0.13m10_f327Z206538	293147
1304	scaffold1304,206198,f553Z206198	206198
1305	scaffold1305,336017,f331Z205685k8a0.25m10_f1498z130332	336027
1306	scaffold1306,205675,f330Z205675	205675
1307	scaffold1307,205475,f983Z205475	205475
1308	scaffold1308,205449,f334Z205449	205449
1309	scaffold1309,350428,f335Z205176k6a0.16m10_r1351z145252	350438
1310	scaffold1310,204610,f336Z204610	204610
1311	scaffold1311,204487,f664Z204487	204487
1312	scaffold1312,204403,f340Z204403	204403
1313	scaffold1313,266261,r1678z61868k17a0.05m10_f343Z204393	266271
1314	scaffold1314,203618,f703Z203618	203618
1315	scaffold1315,337303,f812Z203426k9a0.22m10_r847z133877	337313
1316	scaffold1316,201914,f348Z201914	201914
1317	scaffold1317,201825,f350Z201825	201825
1318	scaffold1318,461965,f1228Z201618k18a0.05m10_f765z141607k15a0.13m10_f1680z118740	461985
1319	scaffold1319,201428,f1591Z201428	201428
1320	scaffold1320,201364,f480Z201364	201364
1321	scaffold1321,329942,f352Z201343k7a0.14m10_r877z128599	329952
1322	scaffold1322,200873,f355Z200873	200873
1323	scaffold1323,200802,f359Z200802	200802
1324	scaffold1324,200414,f362Z200414	200414
1325	scaffold1325,200041,f973Z200041	200041
1326	scaffold1326,199085,f366Z199085	199085
1327	scaffold1327,199042,f367Z199042	199042
1328	scaffold1328,198828,f894Z198828	198828
1329	scaffold1329,198616,f372Z198616	198616
1330	scaffold1330,198568,f371Z198568	198568
1331	scaffold1331,198513,f1142Z198513	198513
1332	scaffold1332,198434,f373Z198434	198434
1333	scaffold1333,198431,f374Z198431	198431
1334	scaffold1334,198160,f377Z198160	198160
1335	scaffold1335,198150,f375Z198150	198150
1336	scaffold1336,197974,f376Z197974	197974
1337	scaffold1337,197564,f378Z197564	197564
1338	scaffold1338,197398,f381Z197398	197398
1339	scaffold1339,197006,f382Z197006	197006
1340	scaffold1340,196983,f383Z196983	196983
1341	scaffold1341,196811,f384Z196811	196811
1342	scaffold1342,196229,f961Z196229	196229
1343	scaffold1343,346272,f690z150053k8a0.12m10_f387Z196219	346282
1344	scaffold1344,196074,f388Z196074	196074
1345	scaffold1345,195718,f389Z195718	195718
1346	scaffold1346,195635,f485Z195635	195635
1347	scaffold1347,195440,f393Z195440	195440
1348	scaffold1348,195435,f1114Z195435	195435
1349	scaffold1349,195383,f394Z195383	195383
1350	scaffold1350,195257,f905Z195257	195257
1351	scaffold1351,195253,f396Z195253	195253
1352	scaffold1352,194693,f660Z194693	194693
1353	scaffold1353,194450,f397Z194450	194450
1354	scaffold1354,194356,f398Z194356	194356
1355	scaffold1355,325030,r863z131450k7a0.14m10_f704Z193580	325040
1356	scaffold1356,193452,f1191Z193452	193452
1357	scaffold1357,289483,f1296z96174k6a0.16m10_f404Z193309	289493
1358	scaffold1358,193258,f918Z193258	193258
1359	scaffold1359,193048,f1120Z193048	193048
1360	scaffold1360,192533,f551Z192533	192533
1361	scaffold1361,192446,f406Z192446	192446
1362	scaffold1362,192359,f407Z192359	192359
1363	scaffold1363,290307,r1281z98017k5a0.2m10_f408Z192290	290317
1364	scaffold1364,191770,f409Z191770	191770
1365	scaffold1365,191456,f993Z191456	191456
1366	scaffold1366,256500,f1229Z191413k18a0.11m10_f1640z65087	256510
1367	scaffold1367,191131,f410Z191131	191131
1368	scaffold1368,191005,f415Z191005	191005
1369	scaffold1369,190996,f416Z190996	190996
1370	scaffold1370,190930,f414Z190930	190930
1371	scaffold1371,190826,f417Z190826	190826
1372	scaffold1372,282450,r1343z91901k9a0.22m10_f652Z190549	282460
1373	scaffold1373,190493,f420Z190493	190493
1374	scaffold1374,190024,f1193Z190024	190024
1375	scaffold1375,297667,f1180z108012k18a0.22m10_f1299Z189655	297677
1376	scaffold1376,189636,f425Z189636	189636
1377	scaffold1377,189533,f1357Z189533	189533
1378	scaffold1378,189219,f1290Z189219	189219
1379	scaffold1379,189116,f1411Z189116	189116
1380	scaffold1380,188739,f429Z188739	188739
1381	scaffold1381,188289,f431Z188289	188289
1382	scaffold1382,291901,f432Z188159k5a0.2m10_f1644z103742	291911
1383	scaffold1383,344772,f644z156707k8a0.25m10_f997Z188065	344782
1384	scaffold1384,188047,f434Z188047	188047
1385	scaffold1385,187971,f1146Z187971	187971
1386	scaffold1386,187937,f433Z187937	187937
1387	scaffold1387,340317,r677z152547k5a0.2m10_f436Z187770	340327
1388	scaffold1388,187485,f1222Z187485	187485
1389	scaffold1389,187036,f439Z187036	187036
1390	scaffold1390,186834,f441Z186834	186834
1391	scaffold1391,186369,f442Z186369	186369
1392	scaffold1392,186267,f510Z186267	186267
1393	scaffold1393,186201,f443Z186201	186201
1394	scaffold1394,185359,f1284Z185359	185359
1395	scaffold1395,185173,f1256Z185173	185173
1396	scaffold1396,184836,f450Z184836	184836
1397	scaffold1397,316888,f1911z42260k12a0.16m10_f453Z184204k6a0.16m10_f1358z90424	316908
1398	scaffold1398,183501,f457Z183501	183501
1399	scaffold1399,183133,f460Z183133	183133
1400	scaffold1400,183012,f459Z183012	183012
1401	scaffold1401,182874,f464Z182874	182874
1402	scaffold1402,182669,f465Z182669	182669
1403	scaffold1403,182620,f741Z182620	182620
1404	scaffold1404,182485,f466Z182485	182485
1405	scaffold1405,182006,f467Z182006	182006
1406	scaffold1406,234530,f468Z181981k10a0.2m10_r1802z52549	234540
1407	scaffold1407,451090,f797z138676k21a0.09m10_f1884z44821k14a0.21m10_f1410z85634k14a0.14m10_f1295Z181959	451120
1408	scaffold1408,181777,f469Z181777	181777
1409	scaffold1409,181735,f470Z181735	181735
1410	scaffold1410,181205,f473Z181205	181205
1411	scaffold1411,180686,f782Z180686	180686
1412	scaffold1412,180042,f481Z180042	180042
1413	scaffold1413,179613,f592Z179613	179613
1414	scaffold1414,179051,f1544Z179051	179051
1415	scaffold1415,178404,f486Z178404	178404
1416	scaffold1416,177733,f489Z177733	177733
1417	scaffold1417,295469,f1178Z177580k18a0.22m10_f984z117889	295479
1418	scaffold1418,177491,f1167Z177491	177491
1419	scaffold1419,177295,f1320Z177295	177295
1420	scaffold1420,177168,f490Z177168	177168
1421	scaffold1421,177096,f491Z177096	177096
1422	scaffold1422,176708,f495Z176708	176708
1423	scaffold1423,176674,f839Z176674	176674
1424	scaffold1424,176468,f499Z176468	176468
1425	scaffold1425,296902,f500Z176129k14a0.14m10_r957z120773	296912
1426	scaffold1426,175866,f945Z175866	175866
1427	scaffold1427,175676,f505Z175676	175676
1428	scaffold1428,175510,f506Z175510	175510
1429	scaffold1429,175470,f986Z175470	175470
1430	scaffold1430,175405,f1335Z175405	175405
1431	scaffold1431,175404,f824Z175404	175404
1432	scaffold1432,175379,f507Z175379	175379
1433	scaffold1433,341943,f508Z175210k19a0.15m10_f566z166733	341953
1434	scaffold1434,175173,f511Z175173	175173
1435	scaffold1435,175154,f1282Z175154	175154
1436	scaffold1436,175083,f1455Z175083	175083
1437	scaffold1437,175008,f509Z175008	175008
1438	scaffold1438,346296,f940Z174966k13a0.07m10_r539z171330	346306
1439	scaffold1439,279263,r1812z104348k7a0.28m10_f828Z174915	279273
1440	scaffold1440,308422,r849z133734k11a0.09m10_f513Z174688	308432
1441	scaffold1441,174436,f1369Z174436	174436
1442	scaffold1442,174076,f1274Z174076	174076
1443	scaffold1443,173861,f516Z173861	173861
1444	scaffold1444,173652,f518Z173652	173652
1445	scaffold1445,173151,f522Z173151	173151
1446	scaffold1446,301365,r890z128320k5a0.2m10_f520Z173045	301375
1447	scaffold1447,173005,f1243Z173005	173005
1448	scaffold1448,321439,r709z148577k9a0.22m10_f524Z172862	321449
1449	scaffold1449,172784,f1197Z172784	172784
1450	scaffold1450,172734,f1691Z172734	172734
1451	scaffold1451,320565,r712z148288k6a0.16m10_f525Z172277	320575
1452	scaffold1452,171927,f531Z171927	171927
1453	scaffold1453,171882,f530Z171882	171882
1454	scaffold1454,171685,f533Z171685	171685
1455	scaffold1455,171663,f534Z171663	171663
1456	scaffold1456,171045,f597Z171045	171045
1457	scaffold1457,170953,f612Z170953	170953
1458	scaffold1458,170849,f540Z170849	170849
1459	scaffold1459,170817,f840Z170817	170817
1460	scaffold1460,170675,f541Z170675	170675
1461	scaffold1461,170221,f543Z170221	170221
1462	scaffold1462,169982,f1502Z169982	169982
1463	scaffold1463,169974,f546Z169974	169974
1464	scaffold1464,169535,f548Z169535	169535
1465	scaffold1465,169503,f549Z169503	169503
1466	scaffold1466,169068,f1359Z169068	169068
1467	scaffold1467,237297,f552Z168907k6a0.16m10_f2047z68390	237307
1468	scaffold1468,168830,f547Z168830	168830
1469	scaffold1469,168175,f558Z168175	168175
1470	scaffold1470,167539,f559Z167539	167539
1471	scaffold1471,167533,f1292Z167533	167533
1472	scaffold1472,310831,f560Z167470k17a0.11m10_f1522z75355k7a0.28m10_f1611z68006	310851
1473	scaffold1473,273230,f561Z167427k8a0.25m10_f1209z105803	273240
1474	scaffold1474,166356,f570Z166356	166356
1475	scaffold1475,166267,f571Z166267	166267
1476	scaffold1476,166228,f568Z166228	166228
1477	scaffold1477,166127,f572Z166127	166127
1478	scaffold1478,166110,f574Z166110	166110
1479	scaffold1479,166078,f846Z166078	166078
1480	scaffold1480,327551,f576Z165627k9a0.11m10_r598z161924	327561
1481	scaffold1481,165095,f581Z165095	165095
1482	scaffold1482,164746,f947Z164746	164746
1483	scaffold1483,164681,f892Z164681	164681
1484	scaffold1484,164617,f582Z164617	164617
1485	scaffold1485,164207,f586Z164207	164207
1486	scaffold1486,164003,f977Z164003	164003
1487	scaffold1487,163536,f587Z163536	163536
1488	scaffold1488,163446,f589Z163446	163446
1489	scaffold1489,163388,f590Z163388	163388
1490	scaffold1490,163028,f1223Z163028	163028
1491	scaffold1491,162591,f591Z162591	162591
1492	scaffold1492,162513,f593Z162513	162513
1493	scaffold1493,237362,f1333Z162489k9a0.22m10_f1530z74873	237372
1494	scaffold1494,267968,f1838z49374k12a0.16m10_f596Z162205k26a0.07m10_r1749z56389	267988
1495	scaffold1495,201113,r1954z39454k8a0.25m10_f1131Z161659	201123
1496	scaffold1496,161414,f1269Z161414	161414
1497	scaffold1497,161190,f600Z161190	161190
1498	scaffold1498,160831,f601Z160831	160831
1499	scaffold1499,160787,f603Z160787	160787
1500	scaffold1500,160649,f605Z160649	160649
1501	scaffold1501,160635,f608Z160635	160635
1502	scaffold1502,160607,f610Z160607	160607
1503	scaffold1503,160591,f607Z160591	160591
1504	scaffold1504,160571,f609Z160571	160571
1505	scaffold1505,160287,f1467Z160287	160287
1506	scaffold1506,314201,f663z153931k16a0.12m10_f613Z160270	314211
1507	scaffold1507,160158,f1421Z160158	160158
1508	scaffold1508,254187,f614Z159903k7a0.28m10_f1314z94284	254197
1509	scaffold1509,159505,f621Z159505	159505
